Age,Gender,Income,State,Education,Occupation,Category,Disability_Status,Employment_Status,Rural_Urban,Marital_Status,Farmer_Status,Student_Status,BPL_Status,Minority_Status,Recommended_Scheme
31,female,18921,karnataka,10th,student,sc,yes,self-employed,urban,married,no,no,no,no,National Farmer Scheme - Phase 73
40,male,8241,uttar pradesh,10th,unemployed,st,no,self-employed,rural,married,yes,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
46,female,18529,madhya pradesh,illiterate,laborer,general,no,retired,urban,married,yes,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
33,female,78142,rajasthan,primary,farmer,obc,no,self-employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 71
45,female,5336,madhya pradesh,12th,retired,obc,no,self-employed,rural,married,no,no,no,yes,Senior Citizen Financial Security - Pension 27
42,female,7915,karnataka,primary,farmer,ews,no,self-employed,rural,married,no,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
18,female,0,kerala,illiterate,laborer,general,no,retired,rural,married,yes,no,yes,no,Skill Upgradation and Vocational Loan - Plan 51
24,female,7394,bihar,12th,farmer,sc,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
41,male,7723,uttar pradesh,10th,farmer,general,no,unemployed,rural,married,yes,no,yes,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
23,male,16561,gujarat,illiterate,retired,sc,no,unemployed,rural,widowed,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 94
56,female,7959,karnataka,primary,farmer,st,no,self-employed,urban,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 69
60,male,11220,bihar,primary,farmer,obc,no,employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 77
18,female,0,kerala,10th,farmer,st,no,unemployed,rural,married,no,no,yes,yes,Senior Citizen Financial Security - Pension 88
38,female,0,punjab,10th,farmer,sc,no,self-employed,urban,married,no,no,no,no,National Farmer Scheme - Phase 78
31,female,4620,andhra pradesh,post graduate,laborer,ews,no,self-employed,rural,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 65
31,male,17233,karnataka,graduate,retired,ews,no,retired,urban,married,no,no,no,no,National Farmer Scheme - Phase 28
49,male,10749,west bengal,graduate,farmer,obc,no,retired,urban,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 59
52,female,4858,tamil nadu,10th,farmer,st,no,retired,rural,married,no,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
57,male,4471,uttar pradesh,post graduate,farmer,obc,no,self-employed,urban,married,no,no,no,no,National Farmer Scheme - Phase 78
62,male,0,punjab,illiterate,student,sc,no,self-employed,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 60
60,male,13824,bihar,12th,farmer,ews,no,retired,urban,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 66
64,male,6080,andhra pradesh,illiterate,unemployed,sc,no,self-employed,urban,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 92
62,female,0,andhra pradesh,12th,retired,sc,no,unemployed,rural,married,no,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
39,male,5229,maharashtra,graduate,unemployed,sc,no,self-employed,rural,divorced,no,no,yes,no,National Farmer Scheme - Phase 31
20,male,0,punjab,primary,retired,ews,no,self-employed,rural,married,no,no,yes,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
55,male,8366,maharashtra,illiterate,laborer,st,no,self-employed,urban,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
31,female,0,uttar pradesh,primary,farmer,general,no,employed,urban,married,yes,no,no,yes,Ayushman Swasthya Suraksha - Yojana 98
29,female,8701,punjab,illiterate,farmer,obc,no,self-employed,urban,married,yes,no,no,no,Social Welfare Security Scheme - Support 100
52,male,0,uttar pradesh,10th,retired,obc,no,self-employed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 31
56,male,8403,west bengal,primary,retired,obc,yes,retired,rural,widowed,no,no,no,no,National Farmer Scheme - Phase 86
55,female,0,maharashtra,graduate,farmer,sc,no,retired,rural,married,no,no,yes,yes,Ayushman Swasthya Suraksha - Yojana 71
52,female,7131,punjab,primary,unemployed,obc,no,student,rural,married,no,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
41,female,13162,andhra pradesh,primary,unemployed,general,no,self-employed,rural,married,yes,yes,no,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
41,male,4118,tamil nadu,graduate,retired,obc,no,retired,rural,married,no,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
41,female,0,gujarat,10th,student,sc,no,self-employed,urban,widowed,no,no,no,no,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
72,male,8403,gujarat,primary,unemployed,obc,no,retired,rural,married,yes,no,yes,no,Indira Gandhi National Old Age Pension Scheme (IGNOAPS)
43,male,7723,kerala,graduate,business owner,st,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
52,male,66111,madhya pradesh,12th,student,obc,no,retired,urban,widowed,no,no,no,no,National Farmer Scheme - Phase 86
42,female,0,gujarat,primary,farmer,general,no,self-employed,rural,single,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 89
29,male,0,andhra pradesh,graduate,farmer,st,yes,self-employed,rural,widowed,no,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
37,female,13739,maharashtra,graduate,farmer,obc,no,self-employed,urban,married,yes,no,no,no,National Farmer Scheme - Phase 86
42,male,19049,uttar pradesh,12th,laborer,obc,no,self-employed,rural,married,no,no,no,no,National Farmer Scheme - Phase 86
43,female,0,karnataka,12th,business owner,ews,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
29,female,24749,kerala,illiterate,unemployed,obc,no,unemployed,rural,widowed,no,no,yes,yes,Social Welfare Security Scheme - Support 50
60,male,12467,andhra pradesh,illiterate,farmer,sc,no,retired,rural,single,no,no,no,yes,Ayushman Swasthya Suraksha - Yojana 98
73,male,7394,tamil nadu,illiterate,business owner,obc,no,unemployed,urban,single,no,no,yes,no,National Farmer Scheme - Phase 86
36,female,12654,tamil nadu,primary,retired,sc,no,unemployed,rural,married,yes,no,yes,yes,National Farmer Scheme - Phase 44
46,female,6797,karnataka,12th,unemployed,obc,no,retired,rural,single,no,no,no,no,Social Welfare Security Scheme - Support 99
37,male,13722,west bengal,12th,retired,st,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 95
61,male,5971,uttar pradesh,graduate,business owner,obc,no,unemployed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 31
35,male,0,west bengal,10th,farmer,ews,no,self-employed,urban,married,yes,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
35,male,13424,bihar,10th,farmer,obc,no,unemployed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 78
39,male,17169,rajasthan,primary,laborer,ews,no,unemployed,rural,married,yes,no,no,no,Merit-cum-Means Post Matric Support - Program 63
60,female,9591,gujarat,10th,unemployed,obc,no,unemployed,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 57
77,male,0,madhya pradesh,post graduate,retired,ews,no,self-employed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 31
46,male,78483,karnataka,12th,farmer,obc,yes,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 95
30,female,7809,punjab,10th,laborer,obc,no,self-employed,urban,married,yes,no,no,yes,Social Welfare Security Scheme - Support 99
39,male,6314,punjab,primary,farmer,sc,no,self-employed,urban,single,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
42,female,8364,uttar pradesh,primary,farmer,ews,no,self-employed,rural,married,no,no,yes,no,Senior Citizen Financial Security - Pension 60
35,male,7762,maharashtra,graduate,retired,sc,no,self-employed,urban,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
31,male,0,andhra pradesh,10th,retired,st,no,retired,rural,widowed,no,no,yes,yes,National Farmer Scheme - Phase 49
51,female,11834,west bengal,12th,farmer,st,no,employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 77
44,female,0,tamil nadu,10th,unemployed,obc,no,unemployed,rural,married,yes,no,no,no,Awas Sahayata Gramin - Allocation 67
18,male,6916,tamil nadu,illiterate,unemployed,sc,no,employed,urban,single,no,no,yes,no,Senior Citizen Financial Security - Pension 60
28,female,6286,karnataka,primary,farmer,sc,no,retired,rural,divorced,no,no,no,yes,Senior Citizen Financial Security - Pension 53
51,male,8165,tamil nadu,10th,laborer,sc,no,self-employed,urban,married,no,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
55,female,7723,karnataka,illiterate,unemployed,obc,no,self-employed,rural,single,no,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
60,male,6789,madhya pradesh,10th,unemployed,obc,no,retired,rural,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
59,female,0,andhra pradesh,12th,laborer,sc,no,retired,urban,married,no,no,yes,no,Senior Citizen Financial Security - Pension 72
49,male,0,punjab,illiterate,farmer,obc,no,self-employed,rural,married,no,no,yes,no,Skill Upgradation and Vocational Loan - Plan 42
40,male,106611,andhra pradesh,illiterate,retired,obc,no,employed,urban,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 26
18,female,4035,tamil nadu,12th,unemployed,st,no,self-employed,rural,married,yes,no,yes,no,Stand-Up India Scheme
51,male,14774,west bengal,primary,unemployed,obc,no,self-employed,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 60
59,male,4238,gujarat,primary,farmer,sc,no,retired,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 44
40,male,0,andhra pradesh,graduate,retired,obc,no,employed,rural,married,no,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
44,male,5653,andhra pradesh,10th,retired,obc,no,self-employed,rural,married,no,no,yes,no,Mo Ghara Yojana (Odisha Housing Scheme)
51,male,23726,andhra pradesh,illiterate,farmer,obc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 66
70,female,0,bihar,12th,retired,ews,no,employed,rural,widowed,no,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
49,male,5977,rajasthan,illiterate,farmer,general,no,unemployed,rural,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
36,female,88912,madhya pradesh,primary,retired,obc,yes,unemployed,rural,married,yes,no,no,no,Senior Citizen Financial Security - Pension 35
38,male,32009,west bengal,10th,student,obc,no,retired,rural,married,yes,yes,no,no,Social Welfare Security Scheme - Support 37
40,male,4076,uttar pradesh,10th,farmer,general,no,employed,urban,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 69
50,female,6885,gujarat,graduate,farmer,sc,no,retired,rural,married,yes,no,no,no,Merit-cum-Means Post Matric Support - Program 63
36,female,86791,tamil nadu,10th,business owner,general,no,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 57
51,female,7902,madhya pradesh,illiterate,retired,obc,no,self-employed,urban,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 92
47,female,0,rajasthan,10th,retired,obc,no,self-employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
39,female,0,karnataka,illiterate,farmer,general,no,unemployed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 59
35,male,6286,karnataka,10th,farmer,obc,no,retired,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 28
64,male,0,kerala,graduate,farmer,obc,no,unemployed,rural,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
38,female,8817,rajasthan,illiterate,farmer,obc,no,unemployed,rural,married,yes,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
40,male,7902,tamil nadu,12th,farmer,ews,yes,self-employed,urban,married,no,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
50,male,6883,maharashtra,12th,farmer,sc,no,self-employed,rural,married,no,no,no,no,Merit-cum-Means Post Matric Support - Program 63
30,female,0,kerala,primary,farmer,st,no,self-employed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 44
43,female,5900,andhra pradesh,primary,retired,st,no,retired,rural,married,yes,no,yes,no,Social Welfare Security Scheme - Support 37
35,female,6554,madhya pradesh,10th,business owner,general,no,self-employed,urban,married,no,no,no,yes,National Farmer Scheme - Phase 44
42,male,9902,rajasthan,10th,farmer,st,no,self-employed,rural,married,no,no,no,no,National Farmer Scheme - Phase 73
35,male,9308,uttar pradesh,illiterate,unemployed,general,no,self-employed,urban,single,no,no,yes,no,Kisan Credit Card (KCC) Scheme
67,female,0,punjab,12th,farmer,ews,no,student,urban,married,yes,no,yes,yes,Pradhan Mantri Matru Vandana Yojana (PMMVY)
34,female,7269,kerala,illiterate,retired,sc,no,employed,rural,married,yes,no,yes,yes,Senior Citizen Financial Security - Pension 72
58,male,11547,uttar pradesh,12th,farmer,st,no,self-employed,urban,married,yes,no,yes,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
44,male,0,west bengal,12th,farmer,ews,no,employed,rural,married,no,no,yes,yes,National Farmer Scheme - Phase 44
56,female,9992,madhya pradesh,12th,retired,general,no,retired,rural,married,yes,no,no,no,Social Welfare Security Scheme - Support 37
34,male,0,uttar pradesh,primary,unemployed,obc,no,self-employed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 65
41,female,0,karnataka,illiterate,business owner,sc,no,retired,rural,married,yes,no,no,no,Senior Citizen Financial Security - Pension 95
18,male,10285,kerala,primary,laborer,obc,no,unemployed,rural,single,yes,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
18,male,0,uttar pradesh,graduate,retired,general,no,retired,rural,married,no,no,yes,yes,Ayushman Swasthya Suraksha - Yojana 94
62,female,6158,uttar pradesh,illiterate,farmer,obc,no,self-employed,rural,single,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
30,male,24820,tamil nadu,illiterate,farmer,obc,no,retired,rural,divorced,yes,no,yes,no,Mo Ghara Yojana (Odisha Housing Scheme)
43,male,0,maharashtra,illiterate,student,sc,no,self-employed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 78
28,female,0,tamil nadu,primary,business owner,general,no,retired,rural,married,no,no,no,no,Social Welfare Security Scheme - Support 91
80,male,15296,uttar pradesh,post graduate,unemployed,obc,no,self-employed,urban,single,no,no,yes,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
29,female,7529,madhya pradesh,illiterate,laborer,sc,no,self-employed,urban,married,yes,no,yes,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
31,male,70758,punjab,primary,student,sc,no,self-employed,rural,married,no,no,no,no,Social Welfare Security Scheme - Support 100
53,male,4646,uttar pradesh,graduate,unemployed,obc,no,unemployed,rural,married,no,no,yes,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
45,female,0,karnataka,primary,farmer,obc,yes,employed,rural,single,yes,no,no,no,Social Welfare Security Scheme - Support 37
29,male,20705,west bengal,12th,laborer,obc,yes,unemployed,rural,married,no,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
39,male,10751,madhya pradesh,12th,student,obc,no,self-employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
62,female,0,andhra pradesh,illiterate,retired,ews,no,retired,rural,married,yes,no,no,no,National Farmer Scheme - Phase 44
62,male,8165,karnataka,graduate,retired,general,no,unemployed,urban,married,no,no,no,yes,National Farmer Scheme - Phase 28
52,female,5213,uttar pradesh,illiterate,farmer,st,no,unemployed,rural,married,yes,no,yes,yes,PM Krishi Sinchayee Yojana (PMKSY)
48,female,12108,karnataka,10th,retired,sc,no,self-employed,rural,married,no,yes,yes,yes,National Farmer Scheme - Phase 28
30,female,0,punjab,illiterate,unemployed,sc,yes,self-employed,rural,married,no,no,no,no,National Farmer Scheme - Phase 43
47,female,91704,west bengal,12th,unemployed,obc,no,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 93
51,female,7160,gujarat,illiterate,farmer,st,yes,employed,rural,divorced,yes,no,no,no,National Farmer Scheme - Phase 31
28,female,61135,bihar,post graduate,laborer,st,no,self-employed,urban,married,no,no,yes,no,National Farmer Scheme - Phase 73
39,male,0,bihar,10th,farmer,obc,no,unemployed,rural,married,no,no,no,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
63,male,6763,maharashtra,illiterate,unemployed,general,no,self-employed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 92
71,male,0,uttar pradesh,10th,unemployed,obc,no,student,urban,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 59
54,male,12583,madhya pradesh,12th,retired,obc,no,self-employed,urban,married,yes,no,no,no,Social Welfare Security Scheme - Support 100
63,female,4471,andhra pradesh,12th,laborer,st,no,self-employed,rural,married,no,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
74,female,5404,bihar,graduate,farmer,st,no,unemployed,rural,single,no,no,yes,yes,PM Krishi Sinchayee Yojana (PMKSY)
62,female,12664,kerala,10th,farmer,obc,no,self-employed,rural,married,yes,no,no,no,Awas Sahayata Gramin - Allocation 75
62,female,0,tamil nadu,primary,farmer,obc,no,self-employed,urban,married,yes,no,no,no,Merit-cum-Means Post Matric Support - Program 81
43,male,0,uttar pradesh,12th,retired,obc,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
38,male,6666,andhra pradesh,illiterate,unemployed,sc,no,self-employed,rural,divorced,no,no,no,no,National Farmer Scheme - Phase 28
24,female,0,rajasthan,graduate,student,obc,no,self-employed,urban,married,no,no,no,no,Awas Sahayata Gramin - Allocation 46
40,male,10275,karnataka,10th,unemployed,st,no,unemployed,rural,married,no,no,yes,yes,National Farmer Scheme - Phase 93
60,male,0,karnataka,illiterate,retired,ews,no,self-employed,rural,married,no,yes,yes,no,Merit-cum-Means Post Matric Support - Program 41
36,male,4612,kerala,12th,farmer,obc,no,self-employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
70,male,0,gujarat,primary,farmer,obc,no,unemployed,rural,married,no,no,yes,no,Senior Citizen Financial Security - Pension 80
32,female,6428,bihar,10th,laborer,obc,no,employed,urban,married,no,no,no,no,National Farmer Scheme - Phase 73
39,female,7942,rajasthan,primary,farmer,sc,no,self-employed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 78
37,female,6923,punjab,primary,unemployed,obc,no,unemployed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 73
31,male,0,uttar pradesh,illiterate,retired,sc,no,self-employed,rural,married,yes,no,yes,no,Merit-cum-Means Post Matric Support - Program 81
46,male,14726,madhya pradesh,illiterate,unemployed,obc,no,self-employed,urban,married,no,yes,yes,no,Senior Citizen Financial Security - Pension 84
30,male,4118,tamil nadu,10th,farmer,general,no,retired,urban,married,yes,no,yes,no,Merit-cum-Means Post Matric Support - Program 81
42,male,0,west bengal,post graduate,farmer,obc,no,retired,rural,married,no,no,no,no,PM Garib Kalyan Anna Yojana (PMGKAY)
46,male,0,west bengal,primary,retired,sc,no,self-employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 77
74,female,9296,punjab,illiterate,farmer,obc,no,student,rural,married,yes,no,no,no,Skill Upgradation and Vocational Loan - Plan 54
39,male,5970,west bengal,10th,student,st,no,employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
60,male,7721,uttar pradesh,post graduate,unemployed,st,no,unemployed,urban,divorced,yes,no,no,no,Stand-Up India Scheme
62,male,17642,gujarat,12th,laborer,general,no,self-employed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 44
31,male,81902,tamil nadu,primary,retired,st,no,retired,rural,married,yes,no,yes,yes,National Farmer Scheme - Phase 28
33,female,13035,maharashtra,illiterate,retired,obc,yes,unemployed,rural,married,no,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
57,male,5285,maharashtra,10th,farmer,sc,no,self-employed,rural,married,yes,no,yes,no,Deendayal Disabled Rehabilitation Scheme (DDRS)
26,female,14478,gujarat,10th,laborer,general,no,self-employed,urban,married,no,no,no,no,Post Matric Scholarship Scheme for OBC Students
62,male,0,karnataka,graduate,unemployed,sc,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
56,male,89925,rajasthan,primary,farmer,general,no,unemployed,urban,divorced,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 59
25,female,17524,bihar,12th,unemployed,obc,no,self-employed,rural,married,no,no,no,no,National Farmer Scheme - Phase 28
46,female,6309,kerala,primary,student,general,no,unemployed,rural,married,no,no,no,yes,Social Welfare Security Scheme - Support 100
27,male,0,andhra pradesh,post graduate,retired,ews,no,self-employed,rural,single,yes,no,no,no,Stand-Up India Scheme
41,male,0,andhra pradesh,graduate,unemployed,ews,no,self-employed,urban,married,yes,no,yes,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
28,male,0,rajasthan,post graduate,retired,obc,no,unemployed,urban,married,no,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
20,female,0,madhya pradesh,10th,farmer,sc,no,retired,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 69
31,male,7577,west bengal,10th,retired,obc,no,retired,rural,single,yes,no,no,yes,Social Welfare Security Scheme - Support 99
66,male,0,karnataka,post graduate,farmer,ews,no,self-employed,urban,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
32,female,0,madhya pradesh,graduate,unemployed,sc,no,employed,urban,married,yes,no,no,no,Kisan Credit Card (KCC) Scheme
71,male,0,uttar pradesh,illiterate,farmer,general,no,employed,rural,married,yes,no,yes,no,Skill Upgradation and Vocational Loan - Plan 74
44,male,4858,andhra pradesh,illiterate,retired,ews,no,employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 71
78,male,7341,gujarat,12th,laborer,obc,no,self-employed,rural,married,no,no,no,no,Social Welfare Security Scheme - Support 100
61,male,5900,gujarat,illiterate,farmer,sc,no,employed,rural,divorced,no,no,no,no,National Farmer Scheme - Phase 44
40,male,6849,bihar,illiterate,unemployed,sc,no,retired,rural,single,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
33,female,0,madhya pradesh,12th,unemployed,ews,no,self-employed,rural,widowed,yes,no,no,no,National Farmer Scheme - Phase 31
39,male,0,rajasthan,post graduate,farmer,obc,no,self-employed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 73
78,female,10467,andhra pradesh,primary,farmer,obc,no,retired,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 94
51,female,7432,kerala,12th,student,obc,no,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 86
31,female,6141,andhra pradesh,primary,retired,st,no,retired,urban,married,no,no,no,no,PM Garib Kalyan Anna Yojana (PMGKAY)
71,male,0,uttar pradesh,graduate,farmer,sc,no,self-employed,urban,married,yes,no,no,no,National Farmer Scheme - Phase 78
27,female,11141,punjab,primary,laborer,obc,no,self-employed,urban,married,yes,no,yes,yes,Social Welfare Security Scheme - Support 99
33,male,13713,uttar pradesh,primary,unemployed,obc,no,employed,urban,married,yes,no,no,no,PM Krishi Sinchayee Yojana (PMKSY)
34,male,0,rajasthan,graduate,retired,ews,no,self-employed,urban,married,yes,no,no,no,Awas Sahayata Gramin - Allocation 58
25,male,6774,uttar pradesh,12th,unemployed,st,no,self-employed,rural,married,yes,no,no,yes,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
40,male,4894,tamil nadu,10th,unemployed,ews,no,employed,rural,married,yes,no,no,no,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
72,male,0,uttar pradesh,illiterate,unemployed,sc,no,self-employed,rural,married,yes,no,yes,no,Skill Upgradation and Vocational Loan - Plan 54
55,female,6245,karnataka,12th,farmer,general,no,employed,rural,married,no,no,yes,no,Awas Sahayata Gramin - Allocation 58
30,male,18238,karnataka,primary,retired,ews,no,self-employed,rural,married,no,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
37,male,62775,gujarat,primary,farmer,st,no,retired,rural,married,no,no,yes,no,Kisan Credit Card (KCC) Scheme
32,female,56793,gujarat,graduate,farmer,general,yes,unemployed,rural,widowed,yes,yes,no,no,National Farmer Scheme - Phase 31
40,male,0,gujarat,illiterate,laborer,st,no,unemployed,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 57
62,male,9653,gujarat,graduate,retired,st,no,self-employed,urban,married,yes,no,no,yes,Ayushman Swasthya Suraksha - Yojana 36
26,female,7160,gujarat,10th,farmer,obc,no,employed,rural,married,yes,no,no,no,Senior Citizen Financial Security - Pension 27
62,female,11007,madhya pradesh,12th,unemployed,obc,no,self-employed,urban,married,yes,no,no,yes,Social Welfare Security Scheme - Support 30
28,female,14985,kerala,illiterate,retired,st,no,unemployed,rural,divorced,yes,no,no,no,Senior Citizen Financial Security - Pension 66
20,female,0,madhya pradesh,12th,unemployed,ews,no,retired,rural,married,yes,no,no,yes,Social Welfare Security Scheme - Support 100
40,male,8670,karnataka,12th,unemployed,obc,no,self-employed,rural,married,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 82
48,female,6883,karnataka,10th,retired,general,no,unemployed,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 69
27,male,13515,west bengal,10th,farmer,sc,no,self-employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
30,male,4894,kerala,12th,retired,obc,no,unemployed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 28
46,female,11177,karnataka,graduate,farmer,obc,no,self-employed,rural,widowed,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 36
51,male,0,uttar pradesh,primary,retired,obc,no,retired,urban,married,no,no,no,yes,Skill Upgradation and Vocational Loan - Plan 82
64,male,0,west bengal,primary,unemployed,ews,no,retired,urban,single,no,no,yes,yes,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
36,female,6207,karnataka,primary,retired,st,yes,retired,rural,married,yes,no,yes,yes,PM Garib Kalyan Anna Yojana (PMGKAY)
62,male,13824,gujarat,graduate,farmer,general,no,self-employed,rural,married,yes,no,yes,no,Social Welfare Security Scheme - Support 91
33,male,6554,tamil nadu,10th,laborer,sc,no,self-employed,rural,widowed,no,no,yes,yes,Senior Citizen Financial Security - Pension 95
18,female,4191,gujarat,graduate,laborer,st,no,self-employed,urban,married,no,no,no,no,National Farmer Scheme - Phase 73
66,female,8885,karnataka,post graduate,retired,sc,no,student,rural,married,yes,no,no,no,PM Garib Kalyan Anna Yojana (PMGKAY)
42,female,5240,west bengal,12th,unemployed,sc,no,self-employed,rural,married,no,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
30,female,11557,rajasthan,12th,retired,obc,no,unemployed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
44,male,0,kerala,post graduate,farmer,obc,no,retired,rural,married,no,no,no,no,National Farmer Scheme - Phase 86
28,female,13739,andhra pradesh,12th,farmer,obc,no,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 86
43,female,0,west bengal,10th,farmer,general,yes,self-employed,rural,divorced,no,no,no,yes,Social Welfare Security Scheme - Support 37
74,female,8165,kerala,illiterate,farmer,obc,no,unemployed,rural,divorced,yes,no,no,yes,Social Welfare Security Scheme - Support 100
23,female,7117,tamil nadu,12th,unemployed,general,no,retired,rural,divorced,no,no,yes,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
38,male,5645,gujarat,12th,farmer,sc,no,employed,rural,married,no,no,no,yes,National Farmer Scheme - Phase 73
